Date,trapVisitID,subSiteName,turbidity,waterVel,dissolvedOxygen,waterDepth,Environmental.comments
2017/02/01 00:00:00,8302,ST004L1,NA,NA,NA,153,Water velocity not recorded.
2017/02/02 00:00:00,8303,ST004L1,NA,NA,NA,145,Water temp not recorded. Turbidity not recorded. D.O. not recorded. Water velocity not recorded.
2017/02/03 00:00:00,8304,ST004L1,4.51,NA,NA,140,Water temp not recorded. D.O. not recorded. Water velocity not recorded.
2017/02/04 00:00:00,8305,ST004L1,5.71,NA,7.15,140,Water velocity not recorded.
2017/02/05 00:00:00,8309,ST004L1,4.16,NA,8.1,140,Water velocity not recorded.
2017/02/06 00:00:00,8310,ST004L1,6.03,NA,7.75,126,Water velocity not recorded.
2017/02/07 00:00:00,8311,ST004L1,14.31,NA,8.13,140,Water velocity not recorded. One water sample taken for both traps.
2017/02/08 00:00:00,8312,ST004L1,19.71,NA,8.64,208,Water velocity not recorded.
2017/02/09 00:00:00,8313,ST004L1,15.63,NA,8.75,NA,Water velocity not recorded. Water depth not recorded: too deep (estimated at 302 cm).
2017/02/10 00:00:00,8314,ST004L1,10.56,NA,9.45,NA,Water velocity not recorded. Water depth not recorded: too deep ( >300 cm).
2017/02/11 00:00:00,8315,ST004L1,19.56,NA,8.45,NA,Water velocity not recorded. Water depth not recorded: too deep ( >300 cm).
2017/02/12 00:00:00,8324,ST004L1,10.56,NA,8.83,NA,Water velocity not recorded. Water depth not recorded: too deep ( >300 cm).
2017/02/13 00:00:00,8325,ST004L1,6.48,NA,9.66,300,Water velocity not recorded.
2017/02/14 00:00:00,8327,ST004L1,3.9,NA,8.05,281,Water velocity not recorded.
2017/02/15 00:00:00,8333,ST004L1,4.01,0.2,8.27,288,NA
2017/02/16 00:00:00,8334,ST004L1,3.97,0.2,8.12,253,NA
2017/02/17 00:00:00,8335,ST004L1,9.34,0.2,8.44,260,NA
2017/02/18 00:00:00,8343,ST004L1,11.98,0.4,9.05,287,NA
2017/02/19 00:00:00,8345,ST004L1,8.68,0.3,9.19,NA,Water depth not recorded: too deep ( >300 cm).
2017/02/20 00:00:00,8346,ST004L1,8.95,0.3,9.71,NA,Water depth not recorded: too deep ( >300 cm).
2017/02/21 00:00:00,8347,ST004L1,21.7,0.6,9.09,NA,Water depth not recorded: too deep ( >300 cm).
2017/02/22 00:00:00,8349,ST004L1,43.5,0.8,7.99,NA,Water depth not recorded: too deep ( >300 cm).
2017/02/23 00:00:00,8360,ST004L1,24.7,0.4,8.93,NA,Water depth not recorded: too deep ( >300 cm).
2017/02/24 00:00:00,8361,ST004L1,16.9,0.3,9.46,NA,Water depth not recorded: too deep ( >300 cm).
2017/02/25 00:00:00,8362,ST004L1,10.13,0.3,9.82,NA,Water depth not recorded: too deep ( >300 cm).
2017/02/26 00:00:00,8363,ST004L1,12.76,0.3,8.96,NA,Water depth not recorded: too deep ( >300 cm).
2017/02/27 00:00:00,8364,ST004L1,10.95,0.3,9.11,NA,Water depth not recorded: too deep ( >300 cm).
2017/02/28 00:00:00,8365,ST004L1,5.88,0.2,8.44,293,NA
2017/03/01 00:00:00,8366,ST004L1,11.91,0.2,8.93,284,NA
2017/03/02 00:00:00,8367,ST004L1,13.64,0.2,9.25,277,NA
2017/03/03 00:00:00,8368,ST004L1,14.93,0.3,9.1,255,NA
2017/03/04 00:00:00,8369,ST004L1,15.88,0.2,9.02,255,NA
2017/03/05 00:00:00,8370,ST004L1,15.09,0.2,8.65,260,NA
2017/03/06 00:00:00,8371,ST004L1,13.81,0.3,8.45,260,NA
2017/03/07 00:00:00,8372,ST004L1,14.39,0.3,8.65,260,NA
2017/03/08 00:00:00,8373,ST004L1,11.02,0.2,9.48,265,NA
2017/03/09 00:00:00,8374,ST004L1,11.21,0.2,9.06,261,NA
2017/03/10 00:00:00,8375,ST004L1,11.69,0.3,9,254,NA
2017/03/11 00:00:00,8376,ST004L1,12.23,0.3,8.67,253,NA
2017/03/12 00:00:00,8377,ST004L1,12.75,0.3,7.1,247,NA
2017/03/13 00:00:00,8378,ST004L1,8.57,0.5,9.58,285,NA
2017/03/14 00:00:00,8379,ST004L1,8.06,0.5,9.16,290,NA
2017/03/15 00:00:00,8380,ST004L1,8.21,0.7,9.29,285,NA
2017/03/16 00:00:00,8381,ST004L1,4.75,0.6,9.03,276,NA
2017/03/17 00:00:00,8382,ST004L1,7.06,0.6,9.44,284,NA
2017/03/18 00:00:00,8383,ST004L1,8.78,0.5,8.71,285,NA
2017/03/19 00:00:00,8384,ST004L1,9.05,0.6,9.13,280,NA
2017/03/20 00:00:00,8385,ST004L1,7.45,0.6,8.48,280,NA
2017/03/21 00:00:00,8386,ST004L1,7.49,0.6,9.36,277,NA
2017/03/22 00:00:00,8387,ST004L1,5.37,0.6,9.14,293,NA
2017/03/23 00:00:00,8433,ST004L1,9.57,0.7,8.6,NA,Water depth not recorded: too deep (estimated at 307 cm).
2017/03/24 00:00:00,8434,ST004L1,8.16,0.7,9.81,NA,Water depth not recorded: too deep ( >300 cm).
2017/03/25 00:00:00,8435,ST004L1,6.51,0.8,9.93,NA,Water depth not recorded: too deep ( >300 cm).
2017/03/26 00:00:00,8436,ST004L1,7.05,0.5,10.1,NA,Water depth not recorded: too deep ( >300 cm).
2017/03/27 00:00:00,8437,ST004L1,7.43,0.4,9.84,NA,Water depth not recorded: too deep ( >300 cm).
2017/03/28 00:00:00,8438,ST004L1,6.26,0.7,9.96,NA,Water depth not recorded: too deep ( >300 cm).
2017/03/29 00:00:00,8439,ST004L1,5.48,0.6,NA,NA,Water depth not recorded: too deep ( >300 cm). DO recorded as 16.6 mg/L: likely incorrect.
2017/03/30 00:00:00,8440,ST004L1,7.38,0.6,9.64,NA,Water depth not recorded: too deep ( >300 cm).
2017/03/31 00:00:00,8441,ST004L1,6.63,0.5,9.8,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/01 00:00:00,8442,ST004L1,5.09,0.5,9.85,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/03 00:00:00,8443,ST004L1,NA,0.8,10,270,NA
2017/04/04 00:00:00,8444,ST004L1,5.29,0.5,9.67,265,NA
2017/04/05 00:00:00,8445,ST004L1,4.6,0.6,9.42,279,NA
2017/04/06 00:00:00,8446,ST004L1,6.94,0.7,9.76,278,NA
2017/04/07 00:00:00,8447,ST004L1,6.59,0.7,10.01,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/08 00:00:00,8448,ST004L1,5.77,0.9,NA,300,Water temperature and DO not recorded.
2017/04/10 00:00:00,8449,ST004L1,NA,0.6,10.62,288,NA
2017/04/11 00:00:00,8450,ST004L1,6.41,0.5,10.47,NA,Water depth not recorded: too deep (estimated at 301 cm).
2017/04/12 00:00:00,8451,ST004L1,5.77,0.7,10.36,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/13 00:00:00,8452,ST004L1,6.75,0.6,10.06,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/14 00:00:00,8453,ST004L1,5.9,0.7,10.04,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/15 00:00:00,8454,ST004L1,6.05,0.6,10.35,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/17 00:00:00,8455,ST004L1,NA,NA,NA,NA,Environmental data not recorded.
2017/04/18 00:00:00,8456,ST004L1,6.51,0.8,10.38,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/19 00:00:00,8457,ST004L1,5.81,0.9,10.2,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/20 00:00:00,8458,ST004L1,5.73,0.7,8.55,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/21 00:00:00,8459,ST004L1,5.96,0.9,10.34,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/22 00:00:00,8460,ST004L1,NA,NA,NA,NA,Environmental data not recorded.
2017/04/24 00:00:00,8461,ST004L1,NA,0.8,10.16,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/25 00:00:00,8462,ST004L1,4.35,0.8,9.8,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/26 00:00:00,8463,ST004L1,4.8,0.8,10.02,NA,Water depth not recorded: too deep ( >300 cm).
2017/04/27 00:00:00,8464,ST004L1,5.05,0.7,9.44,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/01 00:00:00,8465,ST004L1,NA,0.9,NA,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/02 00:00:00,8466,ST004L1,4.78,1.1,8.24,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/03 00:00:00,8467,ST004L1,4.49,0.7,8.59,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/04 00:00:00,8468,ST004L1,3.35,1,9.13,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/05 00:00:00,8469,ST004L1,4.36,1.2,9.85,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/06 00:00:00,8470,ST004L1,4,0.9,8.54,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/08 00:00:00,8471,ST004L1,NA,NA,9.66,NA,Water velocity not recorded.
2017/05/09 00:00:00,8472,ST004L1,3.37,0.8,9.94,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/10 00:00:00,8473,ST004L1,3.92,0.9,9.05,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/11 00:00:00,8474,ST004L1,5.34,1.1,8.54,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/12 00:00:00,8475,ST004L1,5.65,0.9,8.15,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/13 00:00:00,8476,ST004L1,6.29,1.2,9.75,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/15 00:00:00,8529,ST004L1,NA,1,NA,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/16 00:00:00,8530,ST004L1,4.54,0.9,9.96,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/17 00:00:00,8531,ST004L1,4.95,1,10.29,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/18 00:00:00,8532,ST004L1,5.16,0.9,8.29,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/19 00:00:00,8533,ST004L1,4.44,0.9,9.81,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/20 00:00:00,8534,ST004L1,3.4,0.8,9.9,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/22 00:00:00,8535,ST004L1,NA,0.8,9.95,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/23 00:00:00,8536,ST004L1,4.11,0.8,9.59,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/24 00:00:00,8537,ST004L1,NA,0.9,9.88,NA,Water depth not recorded: too deep ( >300 cm). Turbidity not recorded: water sample not taken.
2017/05/25 00:00:00,8538,ST004L1,4.32,0.9,9.7,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/26 00:00:00,8539,ST004L1,2.62,0.9,9.84,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/27 00:00:00,8540,ST004L1,3.2,0.8,9.57,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/29 00:00:00,8541,ST004L1,NA,0.9,NA,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/30 00:00:00,8542,ST004L1,3.53,1,9.89,NA,Water depth not recorded: too deep ( >300 cm).
2017/05/31 00:00:00,8543,ST004L1,3.24,0.9,8.81,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/01 00:00:00,8544,ST004L1,2.89,1,9.97,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/02 00:00:00,8545,ST004L1,2.51,1,9.89,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/03 00:00:00,8546,ST004L1,3.18,0.9,9.89,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/05 00:00:00,8547,ST004L1,NA,0.9,9.77,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/06 00:00:00,8548,ST004L1,3.34,0.9,9.85,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/07 00:00:00,8549,ST004L1,2.26,0.5,9.96,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/08 00:00:00,8550,ST004L1,3.37,0.6,10.05,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/09 00:00:00,8551,ST004L1,3.99,0.8,10.04,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/10 00:00:00,8552,ST004L1,3.84,0.6,10.03,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/12 00:00:00,8553,ST004L1,NA,0.9,10.26,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/13 00:00:00,8554,ST004L1,2.76,0.8,10.1,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/14 00:00:00,8555,ST004L1,NA,0.8,10.02,NA,Water depth not recorded: too deep ( >300 cm). Turbidity not recorded: water sample not taken.
2017/06/15 00:00:00,8556,ST004L1,4.24,0.8,10.9,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/16 00:00:00,8557,ST004L1,3.47,0.8,10.08,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/17 00:00:00,8558,ST004L1,3.16,0.9,8.48,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/19 00:00:00,8559,ST004L1,NA,NA,9.07,NA,Water depth not recorded. Water velocity not recorded.
2017/06/20 00:00:00,8560,ST004L1,3.71,0.8,9.93,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/21 00:00:00,8561,ST004L1,3.66,0.7,10,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/22 00:00:00,8562,ST004L1,3.52,0.8,9.94,NA,Water depth not recorded: too deep ( >300 cm).
2017/06/23 00:00:00,8563,ST004L1,4.02,0.8,9.92,NA,Water depth not recorded: too deep ( >300 cm).
2018/01/11 00:00:00,8565,ST004L1,NA,0.7,10.05,210,NA
2018/01/12 00:00:00,8566,ST004L1,5.21,0.6,10.47,213,NA
2018/01/13 00:00:00,8571,ST004L1,2.81,0.6,9.98,216,NA
2018/01/14 00:00:00,8572,ST004L1,3.42,0.6,9.92,205,NA
2018/01/15 00:00:00,8573,ST004L1,1.48,0.5,10.21,228,NA
2018/01/16 00:00:00,8575,ST004L1,3.76,0.7,8.96,235,NA
2018/01/17 00:00:00,8577,ST004L1,1.8,0.7,9.05,227,NA
2018/01/18 00:00:00,8583,ST004L1,2.72,0.7,NA,206,D. O. Not recorded
2018/01/19 00:00:00,8584,ST004L1,3.18,0.6,8.4,211,NA
2018/01/20 00:00:00,8585,ST004L1,5.89,0.7,10.14,204,NA
2018/01/21 00:00:00,8586,ST004L1,1.86,0.6,10.54,220,NA
2018/01/22 00:00:00,8587,ST004L1,2.37,0.6,10.86,224,NA
2018/01/23 00:00:00,8595,ST004L1,1.87,0.6,9.47,205,NA
2018/01/24 00:00:00,8596,ST004L1,2.86,0.7,12.01,215,NA
2018/01/25 00:00:00,8597,ST004L1,2.43,0.7,11.94,224,NA
2018/01/26 00:00:00,8598,ST004L1,3.09,0.5,10.93,161,NA
2018/01/27 00:00:00,8599,ST004L1,3.22,0.6,11.69,150,NA
2018/01/28 00:00:00,8600,ST004L1,3.02,0.5,11.75,170,NA
2018/01/29 00:00:00,8601,ST004L1,2.55,0.5,11.8,145,NA
2018/01/30 00:00:00,8604,ST004L1,3.02,0.5,11.85,152,NA
2018/01/31 00:00:00,8605,ST004L1,3.41,0.5,10.97,137,NA
2018/02/01 00:00:00,8608,ST004L1,3.1,0.5,11.66,150,NA
2018/02/02 00:00:00,8609,ST004L1,2,0.5,11.8,126,NA
2018/02/03 00:00:00,8613,ST004L1,1.82,0.7,10.89,137,NA
2018/02/04 00:00:00,8614,ST004L1,3.31,0.6,11.59,148,NA
2018/02/05 00:00:00,8615,ST004L1,2.17,0.5,11.66,149,NA
2018/02/06 00:00:00,8623,ST004L1,2.89,0.6,11.53,137,NA
2018/02/07 00:00:00,8624,ST004L1,2.7,0.4,11.89,140,NA
2018/02/08 00:00:00,8625,ST004L1,2.47,0.4,10.05,133,NA
2018/02/09 00:00:00,8626,ST004L1,2.62,0.5,11.71,163,NA
2018/02/10 00:00:00,8627,ST004L1,8.55,0.5,9.15,170,NA
2018/02/11 00:00:00,8628,ST004L1,8.92,0.6,11.85,205,NA
2018/02/13 00:00:00,8637,ST004L1,3.07,0.5,12.22,230,NA
2018/02/14 00:00:00,8638,ST004L1,4.33,0.6,12.75,231,NA
2018/02/15 00:00:00,8639,ST004L1,2.49,0.5,10.62,252,NA
2018/02/16 00:00:00,8640,ST004L1,3.26,0.6,12.29,239,NA
2018/02/17 00:00:00,8641,ST004L1,2.62,0.7,12.3,257,NA
2018/02/18 00:00:00,8642,ST004L1,3.59,0.6,12.08,270,NA
2018/02/19 00:00:00,8643,ST004L1,2.71,0.6,12.24,257,NA
2018/02/20 00:00:00,8645,ST004L1,2.98,0.6,12.44,259,NA
2018/02/21 00:00:00,8652,ST004L1,3.57,0.5,12.95,280,NA
2018/02/22 00:00:00,8653,ST004L1,3.88,0.5,12.72,255,NA
2018/02/23 00:00:00,8654,ST004L1,4.06,0.6,10.05,264,NA
2018/02/24 00:00:00,8655,ST004L1,4.79,0.6,10.27,NA,Water depth greater than 300 cm.  Unable to record an accurate measurement.
2018/02/25 00:00:00,8656,ST004L1,5.03,0.6,12.58,NA,Water depth greater than 300 cm.  Unable to record an accurate measurement.
2018/02/26 00:00:00,8657,ST004L1,3.79,0.8,12.19,NA,Water depth greater than 300 cm.  Unable to record an accurate measurement.
2018/02/27 00:00:00,8658,ST004L1,2.84,0.5,9.9,NA,Water depth greater than 300 cm.  Unable to record an accurate measurement.
2018/02/28 00:00:00,8660,ST004L1,4.11,0.2,12.49,NA,Water depth greater than 300 cm.  Unable to record an accurate measurement.
2018/03/04 00:00:00,8663,ST004L1,NA,0.5,11.58,179,NA
2018/03/05 00:00:00,8664,ST004L1,2.94,0.5,11.18,177,NA
2018/03/06 00:00:00,8666,ST004L1,3.73,0.4,9.69,140,NA
2018/03/07 00:00:00,8668,ST004L1,4.96,0.3,10.28,125,NA
2018/03/08 00:00:00,8674,ST004L1,2.45,0.3,10.16,110,NA
2018/03/09 00:00:00,8675,ST004L1,2.94,0.3,10.03,120,NA
2018/03/10 00:00:00,8676,ST004L1,3.84,0.4,8.64,132,NA
2018/03/11 00:00:00,8677,ST004L1,NA,0.2,10.05,143,NA
2018/03/12 00:00:00,8678,ST004L1,3.06,0.3,9.92,151,NA
2018/03/13 00:00:00,8681,ST004L1,2.26,0.3,9.92,142,NA
2018/03/14 00:00:00,8682,ST004L1,5.77,0.4,9.69,134,NA
2018/03/15 00:00:00,8688,ST004L1,3.65,0.5,10.45,135,NA
2018/03/16 00:00:00,8689,ST004L1,4.12,0.3,10.6,130,NA
2018/03/17 00:00:00,8690,ST004L1,2.88,0.3,8.55,125,NA
2018/03/18 00:00:00,8691,ST004L1,3.85,0.3,11.32,130,NA
2018/03/19 00:00:00,8692,ST004L1,4.01,0.3,11.51,120,NA
2018/03/20 00:00:00,8693,ST004L1,3.42,0.2,8.45,128,NA
2018/03/21 00:00:00,8696,ST004L1,4.14,0.3,10.65,120,NA
2018/03/22 00:00:00,8698,ST004L1,9.02,0.4,9.89,129,NA
2018/03/23 00:00:00,8700,ST004L1,7.03,0.3,10.74,147,NA
2018/03/24 00:00:00,8705,ST004L1,15.02,0.3,10,140,NA
2018/03/25 00:00:00,8706,ST004L1,8.62,0.3,10.54,121,NA
2018/03/26 00:00:00,8707,ST004L1,6.11,0.2,10.02,115,NA
2018/03/27 00:00:00,8708,ST004L1,3.43,0.4,12.06,111,NA
2018/03/28 00:00:00,8710,ST004L1,4.22,0.3,10.59,115,NA
2018/03/29 00:00:00,8712,ST004L1,3.3,0.3,10.49,110,NA
2018/03/30 00:00:00,8717,ST004L1,4.75,0.4,8.45,115,NA
2018/03/31 00:00:00,8718,ST004L1,3.21,0.3,4.75,115,DO meter not calibrated
2018/04/01 00:00:00,8719,ST004L1,5.11,0.3,4.02,123,DO meter not calibrated
2018/04/02 00:00:00,8720,ST004L1,5.74,0.3,7.83,128,DO meter not calibrated
2018/04/03 00:00:00,8722,ST004L1,7.77,0.5,8.08,231,DO meter not calibrated
2018/04/04 00:00:00,8724,ST004L1,7.98,0.4,7.63,250,DO meter not calibrated
2018/04/05 00:00:00,8726,ST004L1,4.4,0.5,9.17,250,DO meter not calibrated
2018/04/06 00:00:00,8728,ST004L1,6.15,0.7,7.71,260,DO meter not calibrated
2018/04/07 00:00:00,8730,ST004L1,3.2,0.7,9.33,280,DO meter not calibrated
2018/04/08 00:00:00,8735,ST004L1,6.28,0.6,8.05,283,DO meter not calibrated
2018/04/09 00:00:00,8736,ST004L1,5.67,0.6,7.77,278,DO meter not calibrated
2018/04/10 00:00:00,8737,ST004L1,4.16,0.6,6.69,290,DO meter not calibrated
2018/04/11 00:00:00,8738,ST004L1,3.86,0.6,6.03,263,DO meter not calibrated
2018/04/12 00:00:00,8740,ST004L1,4.43,0.6,6.17,248,DO meter not calibrated
2018/04/13 00:00:00,8742,ST004L1,3.28,0.7,6.19,265,DO meter not calibrated
2018/04/14 00:00:00,8747,ST004L1,3.63,0.7,6.19,265,DO meter not calibrated
2018/04/15 00:00:00,8748,ST004L1,4.63,0.6,5.58,277,DO meter not calibrated
2018/04/16 00:00:00,8749,ST004L1,4.58,0.6,5.67,296,DO meter not calibrated
2018/04/17 00:00:00,8750,ST004L1,3.61,0.6,7.35,280,DO meter not calibrated
2018/04/18 00:00:00,8752,ST004L1,4.13,0.7,7.72,263,DO meter not calibrated
2018/04/19 00:00:00,8754,ST004L1,2.5,0.6,7.84,278,DO meter not calibrated
2018/04/20 00:00:00,8756,ST004L1,4.1,0.7,6.68,267,DO meter not calibrated
2018/04/21 00:00:00,8760,ST004L1,3.4,0.5,6.73,266,DO meter not calibrated
2018/04/22 00:00:00,8761,ST004L1,3.13,0.5,6.21,278,DO meter not calibrated
2018/04/23 00:00:00,8762,ST004L1,4.28,0.4,5.16,NA,"DO meter not calibrated, River too deep to measure (300+mm)"
2018/04/24 00:00:00,8765,ST004L1,3.86,0.5,5.68,295,DO meter not calibrated
2018/04/25 00:00:00,8766,ST004L1,2.49,0.6,3.84,288,DO meter not calibrated
2018/04/26 00:00:00,8768,ST004L1,2.66,0.5,NA,283,DO meter not calibrated
2018/04/27 00:00:00,8770,ST004L1,3.13,0.6,2.78,292,DO meter not calibrated
2018/04/28 00:00:00,8772,ST004L1,3.51,0.6,NA,278,DO meter not calibrated
2018/04/29 00:00:00,8773,ST004L1,4.78,0.5,2.31,290,DO meter not calibrated
2018/04/30 00:00:00,8774,ST004L1,4,0.5,2.56,260,DO meter not calibrated
2018/05/01 00:00:00,8775,ST004L1,2.9,0.4,NA,257,DO meter not calibrated
2018/05/02 00:00:00,8781,ST004L1,3.02,0.6,10.77,298,NA
2018/05/03 00:00:00,8782,ST004L1,2.96,0.6,11.1,262,NA
2018/05/04 00:00:00,8784,ST004L1,3.84,0.6,8.95,255,NA
2018/05/05 00:00:00,8786,ST004L1,3.98,0.5,8.61,220,Depth dropped 30cm
2018/05/06 00:00:00,8789,ST004L1,4.27,0.5,7.93,245,NA
2018/05/07 00:00:00,8790,ST004L1,6.6,0.7,10.69,NA,Depth was 300+ cm.
2018/05/08 00:00:00,8792,ST004L1,10.62,0.6,9.82,NA,River too deep to measure depth. 300+ cm
2018/05/09 00:00:00,8794,ST004L1,3.51,0.6,10.61,NA,River too deep to measure (300+cm)
2018/05/10 00:00:00,8796,ST004L1,3.23,0.5,10.54,NA,River too deep to measure. (300+cm)
2018/05/11 00:00:00,8798,ST004L1,5.12,0.8,11.06,NA,River too deep to measure. (300+cm)
2018/05/12 00:00:00,8800,ST004L1,4.88,0.5,9.45,NA,River too deep to measure (300cm+)
2018/05/13 00:00:00,8802,ST004L1,4.66,0.4,9.12,NA,River too deep to measure (300cm+)
