releaseID,releaseFishID,forkLength,ReleaseFish.comments
311,5951,57,NA
311,5940,52,NA
311,6002,59,NA
311,5999,56,NA
312,6063,67,NA
312,6075,68,NA
312,6074,58,NA
312,6073,59,NA
312,6072,57,NA
312,6071,66,NA
312,6070,60,NA
312,6069,57,NA
312,6068,58,NA
312,6067,69,NA
312,6066,70,NA
312,6077,49,NA
312,6064,52,NA
312,6081,64,NA
312,6062,66,NA
312,6061,63,NA
312,6060,59,NA
312,6059,63,NA
312,6058,69,NA
312,6057,63,NA
312,6056,66,NA
312,6055,62,NA
312,6054,65,NA
312,6065,64,NA
312,6090,63,NA
312,6102,58,NA
312,6101,65,NA
312,6100,63,NA
312,6099,58,NA
312,6098,64,NA
312,6097,57,NA
312,6096,70,NA
312,6095,61,NA
312,6094,68,NA
312,6093,66,NA
312,6079,68,NA
312,6091,68,NA
312,6053,64,NA
312,6089,66,NA
312,6088,55,NA
312,6087,68,NA
312,6086,53,NA
312,6085,62,NA
312,6084,61,NA
312,6083,57,NA
312,6082,66,NA
312,6076,64,NA
312,6080,60,NA
312,6092,60,NA
312,6014,62,NA
312,6026,71,NA
312,6025,64,NA
312,6024,62,NA
312,6023,72,NA
312,6022,60,NA
312,6021,60,NA
312,6020,68,NA
312,6019,58,NA
312,6018,61,NA
312,6017,59,NA
312,6027,64,NA
312,6015,60,NA
312,6005,65,NA
312,6013,64,NA
312,6012,67,NA
312,6011,60,NA
312,6010,64,NA
312,6009,63,NA
312,6008,59,NA
312,6007,60,NA
312,6006,58,NA
312,6052,53,NA
312,6004,69,NA
312,6078,66,NA
312,6016,66,NA
312,6050,61,NA
312,6003,66,NA
312,6051,68,NA
312,6049,60,NA
312,6048,57,NA
312,6047,62,NA
312,6046,63,NA
312,6045,71,NA
312,6044,67,NA
312,6043,74,NA
312,6042,54,NA
312,6041,65,NA
312,6040,64,NA
312,6032,62,NA
312,6028,65,NA
312,6029,63,NA
312,6039,56,NA
312,6031,65,NA
312,6033,56,NA
312,6034,67,NA
312,6035,60,NA
312,6036,57,NA
312,6037,60,NA
312,6038,63,NA
312,6030,67,NA
313,6176,76,NA
313,6167,70,NA
313,6168,76,NA
313,6169,74,NA
313,6170,71,NA
313,6171,78,NA
313,6172,69,NA
313,6173,63,NA
313,6166,68,NA
313,6175,72,NA
313,6159,77,NA
313,6174,72,NA
313,6165,71,NA
313,6164,69,NA
313,6163,71,NA
313,6162,74,NA
313,6155,69,NA
313,6160,64,NA
313,6158,72,NA
313,6157,83,NA
313,6156,71,NA
313,6177,77,NA
313,6154,72,NA
313,6191,76,NA
313,6161,69,NA
313,6190,70,NA
313,6201,70,NA
313,6202,73,NA
313,6200,74,NA
313,6199,66,NA
313,6198,57,NA
313,6197,67,NA
313,6196,77,NA
313,6195,75,NA
313,6194,66,NA
313,6193,61,NA
313,6189,73,NA
313,6153,71,NA
313,6178,72,NA
313,6188,78,NA
313,6187,77,NA
313,6186,77,NA
313,6185,67,NA
313,6184,73,NA
313,6183,70,NA
313,6182,79,NA
313,6181,67,NA
313,6180,64,NA
313,6179,70,NA
313,6192,65,NA
313,6113,67,NA
313,6126,74,NA
313,6125,75,NA
313,6124,68,NA
313,6123,76,NA
313,6122,81,NA
313,6121,73,NA
313,6120,64,NA
313,6119,75,NA
313,6118,74,NA
313,6117,74,NA
313,6127,79,NA
313,6115,70,NA
313,6116,65,NA
313,6112,76,NA
313,6111,63,NA
313,6110,70,NA
313,6109,75,NA
313,6108,78,NA
313,6107,75,NA
313,6106,76,NA
313,6105,80,NA
313,6103,75,NA
313,6152,65,NA
313,6104,75,NA
313,6144,62,NA
313,6114,70,NA
313,6128,78,NA
313,6149,70,NA
313,6148,72,NA
313,6147,78,NA
313,6145,69,NA
313,6150,80,NA
313,6143,75,NA
313,6142,81,NA
313,6141,70,NA
313,6151,76,NA
313,6130,68,NA
313,6146,79,NA
313,6129,68,NA
313,6140,76,NA
313,6131,61,NA
313,6132,80,NA
313,6133,78,NA
313,6134,70,NA
313,6135,71,NA
313,6136,70,NA
313,6137,64,NA
313,6138,71,NA
313,6139,75,NA
314,6275,77,NA
314,6267,74,NA
314,6268,85,NA
314,6269,86,NA
314,6270,79,NA
314,6271,77,NA
314,6272,88,NA
314,6276,79,NA
314,6274,84,NA
314,6266,87,NA
314,6273,82,NA
314,6265,86,NA
314,6264,80,NA
314,6263,73,NA
314,6262,80,NA
314,6261,84,NA
314,6260,90,NA
314,6259,90,NA
314,6258,84,NA
314,6257,76,NA
314,6256,84,NA
314,6254,80,NA
314,6278,87,NA
314,6255,85,NA
314,6291,79,NA
314,6277,80,NA
314,6302,82,NA
314,6253,71,NA
314,6300,89,NA
314,6299,78,NA
314,6298,74,NA
314,6297,82,NA
314,6296,87,NA
314,6295,70,NA
314,6294,83,NA
314,6301,80,NA
314,6292,80,NA
314,6203,85,NA
314,6290,90,NA
314,6289,85,NA
314,6288,83,NA
314,6287,75,NA
314,6286,89,NA
314,6285,78,NA
314,6284,84,NA
314,6283,79,NA
314,6282,68,NA
314,6281,79,NA
314,6280,82,NA
314,6293,71,NA
314,6213,85,NA
314,6226,85,NA
314,6225,83,NA
314,6224,75,NA
314,6223,87,NA
314,6222,79,NA
314,6221,84,NA
314,6220,81,NA
314,6219,90,NA
314,6218,76,NA
314,6217,80,NA
314,6227,87,NA
314,6252,78,NA
314,6216,85,NA
314,6212,84,NA
314,6211,85,NA
314,6210,84,NA
314,6209,80,NA
314,6208,83,NA
314,6207,84,NA
314,6206,82,NA
314,6205,92,NA
314,6204,83,NA
314,6279,87,NA
314,6215,87,NA
314,6244,81,NA
314,6214,79,NA
314,6251,90,NA
314,6228,80,NA
314,6249,81,NA
314,6248,85,NA
314,6247,80,NA
314,6245,75,NA
314,6250,85,NA
314,6243,90,NA
314,6242,86,NA
314,6241,77,NA
314,6240,85,NA
314,6231,82,NA
314,6246,86,NA
314,6230,90,NA
314,6239,83,NA
314,6232,86,NA
314,6233,82,NA
314,6234,83,NA
314,6235,93,NA
314,6236,88,NA
314,6237,82,NA
314,6238,80,NA
314,6229,89,NA
315,6431,34,NA
315,6438,30,NA
315,6437,36,NA
315,6436,34,NA
315,6435,35,NA
315,6434,32,NA
315,6432,35,NA
315,6439,35,NA
315,6430,35,NA
315,6429,35,NA
315,6433,36,NA
315,6440,38,NA
315,6441,35,NA
315,6442,36,NA
315,6443,35,NA
315,6444,35,NA
315,6445,35,NA
315,6446,35,NA
315,6447,35,NA
315,6448,35,NA
315,6449,36,NA
315,6451,35,NA
315,6404,35,NA
315,6450,34,NA
315,6416,33,NA
315,6478,35,NA
315,6405,34,NA
315,6452,36,NA
315,6407,35,NA
315,6408,36,NA
315,6409,34,NA
315,6410,35,NA
315,6411,33,NA
315,6412,35,NA
315,6413,32,NA
315,6406,35,NA
315,6415,33,NA
315,6428,34,NA
315,6417,34,NA
315,6418,35,NA
315,6419,36,NA
315,6420,35,NA
315,6421,34,NA
315,6422,35,NA
315,6423,34,NA
315,6424,35,NA
315,6425,35,NA
315,6426,34,NA
315,6427,36,NA
315,6414,35,NA
315,6493,35,NA
315,6476,32,NA
315,6482,34,NA
315,6483,35,NA
315,6484,35,NA
315,6485,35,NA
315,6486,35,NA
315,6487,36,NA
315,6488,34,NA
315,6489,36,NA
315,6490,37,NA
315,6480,36,NA
315,6492,33,NA
315,6479,33,NA
315,6494,33,NA
315,6495,35,NA
315,6496,34,NA
315,6497,35,NA
315,6498,35,NA
315,6499,34,NA
315,6500,35,NA
315,6502,35,NA
315,6501,35,NA
315,6403,33,NA
315,6491,36,NA
315,6466,34,NA
315,6454,35,NA
315,6455,30,NA
315,6456,36,NA
315,6457,35,NA
315,6458,32,NA
315,6459,35,NA
315,6460,32,NA
315,6461,32,NA
315,6462,35,NA
315,6463,34,NA
315,6481,34,NA
315,6465,30,NA
315,6453,35,NA
315,6467,35,NA
315,6468,34,NA
315,6469,35,NA
315,6470,34,NA
315,6471,34,NA
315,6472,36,NA
315,6473,35,NA
315,6474,35,NA
315,6475,34,NA
315,6477,36,NA
315,6464,34,NA
315,6341,34,NA
315,6352,36,NA
315,6330,34,NA
315,6331,34,NA
315,6332,33,NA
315,6333,33,NA
315,6334,35,NA
315,6335,34,NA
315,6336,31,NA
315,6337,35,NA
315,6338,34,NA
315,6327,35,NA
315,6340,33,NA
315,6325,34,NA
315,6342,34,NA
315,6343,34,NA
315,6344,35,NA
315,6345,33,NA
315,6346,35,NA
315,6347,34,NA
315,6348,33,NA
315,6349,32,NA
315,6350,33,NA
315,6351,36,NA
315,6339,33,NA
315,6314,34,NA
315,6402,34,NA
315,6303,30,NA
315,6304,32,NA
315,6305,36,NA
315,6306,35,NA
315,6307,33,NA
315,6308,33,NA
315,6309,34,NA
315,6310,36,NA
315,6311,33,NA
315,6329,34,NA
315,6313,34,NA
315,6328,34,NA
315,6315,33,NA
315,6316,33,NA
315,6317,33,NA
315,6318,37,NA
315,6319,33,NA
315,6320,31,NA
315,6321,37,NA
315,6322,34,NA
315,6323,33,NA
315,6324,34,NA
315,6312,34,NA
315,6391,36,NA
315,6379,35,NA
315,6380,34,NA
315,6381,37,NA
315,6382,34,NA
315,6383,35,NA
315,6384,33,NA
315,6385,35,NA
315,6386,35,NA
315,6387,33,NA
315,6388,35,NA
315,6378,35,NA
315,6390,33,NA
315,6399,36,NA
315,6392,37,NA
315,6393,34,NA
315,6394,37,NA
315,6395,33,NA
315,6396,34,NA
315,6397,33,NA
315,6398,36,NA
315,6353,37,NA
315,6400,36,NA
315,6326,39,NA
315,6389,34,NA
315,6356,34,NA
315,6401,33,NA
315,6377,35,NA
315,6355,34,NA
315,6357,36,NA
315,6358,39,NA
315,6359,33,NA
315,6360,35,NA
315,6361,35,NA
315,6362,34,NA
315,6363,35,NA
315,6364,37,NA
315,6365,34,NA
315,6373,36,NA
315,6354,33,NA
315,6366,34,NA
315,6374,37,NA
315,6376,37,NA
315,6372,35,NA
315,6371,35,NA
315,6370,34,NA
315,6369,34,NA
315,6368,34,NA
315,6367,35,NA
315,6375,34,NA
316,6567,55,NA
316,6568,54,NA
316,6569,61,NA
316,6570,50,NA
316,6571,57,NA
316,6572,52,NA
316,6573,54,NA
316,6554,55,NA
316,6575,39,NA
316,6560,47,NA
316,6576,57,NA
316,6574,46,NA
316,6566,57,NA
316,6555,54,NA
316,6565,55,NA
316,6564,62,NA
316,6563,55,NA
316,6561,58,NA
316,6559,44,NA
316,6558,47,NA
316,6557,54,NA
316,6578,59,NA
316,6593,58,NA
316,6556,47,NA
316,6562,53,NA
316,6592,55,NA
316,6553,48,NA
316,6577,50,NA
316,6503,44,NA
316,6602,52,NA
316,6601,55,NA
316,6600,53,NA
316,6599,54,NA
316,6598,57,NA
316,6597,56,NA
316,6596,56,NA
316,6591,56,NA
316,6594,52,NA
316,6580,57,NA
316,6590,58,NA
316,6589,51,NA
316,6588,51,NA
316,6587,42,NA
316,6586,43,NA
316,6585,58,NA
316,6584,55,NA
316,6583,54,NA
316,6582,49,NA
316,6581,54,NA
316,6595,56,NA
316,6514,48,NA
316,6526,54,NA
316,6525,56,NA
316,6524,49,NA
316,6523,53,NA
316,6522,49,NA
316,6521,56,NA
316,6520,55,NA
316,6519,53,NA
316,6518,57,NA
316,6517,50,NA
316,6527,53,NA
316,6515,51,NA
316,6506,56,NA
316,6513,52,NA
316,6512,37,NA
316,6511,45,NA
316,6510,44,NA
316,6509,56,NA
316,6508,55,NA
316,6507,51,NA
316,6505,52,NA
316,6552,53,NA
316,6579,51,NA
316,6516,48,NA
316,6551,52,NA
316,6528,60,NA
316,6549,55,NA
316,6548,52,NA
316,6547,53,NA
316,6546,47,NA
316,6545,45,NA
316,6544,44,NA
316,6543,45,NA
316,6542,52,NA
316,6541,53,NA
316,6540,58,NA
316,6539,58,NA
316,6531,56,NA
316,6550,51,NA
316,6538,53,NA
316,6530,52,NA
316,6504,50,NA
316,6532,54,NA
316,6533,47,NA
316,6534,49,NA
316,6535,42,NA
316,6536,55,NA
316,6537,52,NA
316,6529,53,NA
317,6666,70,NA
317,6667,69,NA
317,6668,71,NA
317,6669,66,NA
317,6670,68,NA
317,6671,73,NA
317,6672,69,NA
317,6665,68,NA
317,6674,72,NA
317,6659,63,NA
317,6675,71,NA
317,6673,71,NA
317,6653,64,NA
317,6664,67,NA
317,6663,59,NA
317,6662,63,NA
317,6660,66,NA
317,6658,62,NA
317,6657,53,NA
317,6656,63,NA
317,6655,69,NA
317,6676,76,NA
317,6689,77,NA
317,6661,61,NA
317,6688,72,NA
317,6701,67,NA
317,6652,64,NA
317,6699,74,NA
317,6698,70,NA
317,6697,72,NA
317,6696,68,NA
317,6695,70,NA
317,6694,67,NA
317,6693,73,NA
317,6692,72,NA
317,6687,70,NA
317,6690,72,NA
317,6677,67,NA
317,6700,69,NA
317,6686,66,NA
317,6685,69,NA
317,6684,74,NA
317,6683,70,NA
317,6682,68,NA
317,6681,71,NA
317,6680,70,NA
317,6679,73,NA
317,6678,70,NA
317,6691,79,NA
317,6611,60,NA
317,6624,57,NA
317,6623,65,NA
317,6622,69,NA
317,6621,63,NA
317,6620,61,NA
317,6619,68,NA
317,6618,74,NA
317,6617,72,NA
317,6616,66,NA
317,6702,68,NA
317,6625,57,NA
317,6612,62,NA
317,6615,73,NA
317,6610,66,NA
317,6609,67,NA
317,6608,70,NA
317,6607,69,NA
317,6606,69,NA
317,6605,69,NA
317,6604,69,NA
317,6603,69,NA
317,6651,64,NA
317,6654,68,NA
317,6614,62,NA
317,6649,65,NA
317,6613,61,NA
317,6650,67,NA
317,6626,62,NA
317,6648,57,NA
317,6647,61,NA
317,6646,67,NA
317,6645,63,NA
317,6644,68,NA
317,6643,66,NA
317,6642,60,NA
317,6641,56,NA
317,6640,66,NA
317,6639,66,NA
317,6628,63,NA
317,6627,69,NA
317,6629,60,NA
317,6630,62,NA
317,6631,49,NA
317,6632,65,NA
317,6634,65,NA
317,6635,65,NA
317,6636,66,NA
317,6637,63,NA
317,6638,60,NA
317,6633,67,NA
318,6775,73,NA
318,6767,65,NA
318,6768,67,NA
318,6769,81,NA
318,6770,70,NA
318,6771,65,NA
318,6772,65,NA
318,6776,67,NA
318,6774,81,NA
318,6766,76,NA
318,6759,68,NA
318,6773,79,NA
318,6765,79,NA
318,6764,80,NA
318,6763,80,NA
318,6762,74,NA
318,6754,73,NA
318,6760,80,NA
318,6777,75,NA
318,6758,77,NA
318,6757,64,NA
318,6756,76,NA
318,6755,76,NA
318,6761,81,NA
318,6790,83,NA
318,6753,73,NA
318,6802,75,NA
318,6800,74,NA
318,6799,70,NA
318,6798,81,NA
318,6797,77,NA
318,6796,70,NA
318,6795,57,NA
318,6794,71,NA
318,6793,75,NA
318,6801,78,NA
318,6791,74,NA
318,6778,84,NA
318,6789,75,NA
318,6788,67,NA
318,6787,78,NA
318,6786,70,NA
318,6785,65,NA
318,6784,66,NA
318,6783,67,NA
318,6782,57,NA
318,6781,75,NA
318,6780,70,NA
318,6779,68,NA
318,6792,75,NA
318,6714,75,NA
318,6726,71,NA
318,6725,67,NA
318,6724,64,NA
318,6723,79,NA
318,6722,65,NA
318,6721,74,NA
318,6720,73,NA
318,6719,75,NA
318,6718,68,NA
318,6703,69,NA
318,6727,66,NA
318,6704,68,NA
318,6717,75,NA
318,6713,76,NA
318,6712,76,NA
318,6711,73,NA
318,6710,70,NA
318,6709,78,NA
318,6708,67,NA
318,6707,76,NA
318,6706,69,NA
318,6705,76,NA
318,6752,75,NA
318,6716,76,NA
318,6745,74,NA
318,6715,67,NA
318,6751,59,NA
318,6728,71,NA
318,6750,75,NA
318,6749,78,NA
318,6748,67,NA
318,6746,71,NA
318,6744,68,NA
318,6743,70,NA
318,6742,70,NA
318,6741,73,NA
318,6731,70,NA
318,6747,70,NA
318,6730,72,NA
318,6740,67,NA
318,6732,80,NA
318,6733,79,NA
318,6734,67,NA
318,6735,68,NA
318,6736,67,NA
318,6737,68,NA
318,6738,83,NA
318,6739,77,NA
318,6729,76,NA
319,6876,72,NA
319,6868,67,NA
319,6869,71,NA
319,6870,62,NA
319,6871,66,NA
319,6872,64,NA
319,6873,68,NA
319,6875,71,NA
319,6867,54,NA
319,6854,67,NA
319,6874,67,NA
319,6866,57,NA
319,6865,62,NA
319,6864,57,NA
319,6863,63,NA
319,6862,64,NA
319,6861,68,NA
319,6860,67,NA
319,6859,60,NA
319,6858,63,NA
319,6857,65,NA
319,6855,68,NA
319,6856,53,NA
319,6891,64,NA
319,6877,69,NA
319,6902,69,NA
319,6853,65,NA
319,6900,74,NA
319,6899,80,NA
319,6898,75,NA
319,6897,77,NA
319,6896,78,NA
319,6895,55,NA
319,6894,69,NA
319,6901,76,NA
319,6892,69,NA
319,6878,67,NA
319,6890,66,NA
319,6889,59,NA
319,6888,65,NA
319,6887,70,NA
319,6886,60,NA
319,6885,60,NA
319,6884,61,NA
319,6883,69,NA
319,6882,67,NA
319,6881,55,NA
319,6880,61,NA
319,6893,72,NA
319,6813,70,NA
319,6825,80,NA
319,6824,73,NA
319,6823,75,NA
319,6822,71,NA
319,6821,67,NA
319,6820,75,NA
319,6819,72,NA
319,6818,67,NA
319,6817,72,NA
319,6803,63,NA
319,6826,72,NA
319,6852,76,NA
319,6816,70,NA
319,6812,72,NA
319,6811,70,NA
319,6810,73,NA
319,6809,70,NA
319,6808,75,NA
319,6807,69,NA
319,6806,75,NA
319,6805,74,NA
319,6804,65,NA
319,6879,68,NA
319,6815,74,NA
319,6844,69,NA
319,6851,74,NA
319,6814,75,NA
319,6827,70,NA
319,6850,72,NA
319,6849,78,NA
319,6848,74,NA
319,6847,75,NA
319,6845,72,NA
319,6843,76,NA
319,6842,79,NA
319,6841,69,NA
319,6840,74,NA
319,6830,75,NA
319,6828,74,NA
319,6846,78,NA
319,6829,76,NA
319,6839,84,NA
319,6831,74,NA
319,6832,67,NA
319,6833,73,NA
319,6835,72,NA
319,6836,64,NA
319,6837,67,NA
319,6838,75,NA
319,6834,76,NA
320,6976,41,NA
320,6969,53,NA
320,6970,48,NA
320,6971,48,NA
320,6972,48,NA
320,6973,47,NA
320,6977,49,NA
320,6975,47,NA
320,6954,45,NA
320,6968,49,NA
320,6974,45,NA
320,6967,44,NA
320,6966,48,NA
320,6965,43,NA
320,6964,45,NA
320,6963,49,NA
320,6962,49,NA
320,6961,43,NA
320,6960,45,NA
320,6959,48,NA
320,6958,48,NA
320,6957,45,NA
320,6955,48,NA
320,6956,49,NA
320,6990,42,NA
320,6926,42,NA
320,7001,46,NA
320,6953,46,NA
320,6999,45,NA
320,6998,46,NA
320,6997,40,NA
320,6996,44,NA
320,6995,47,NA
320,6994,46,NA
320,6993,49,NA
320,7000,46,NA
320,6991,47,NA
320,6978,45,NA
320,6989,47,NA
320,6988,48,NA
320,6987,45,NA
320,6986,44,NA
320,6985,45,NA
320,6984,47,NA
320,6983,45,NA
320,6982,47,NA
320,6981,43,NA
320,6980,51,NA
320,6979,45,NA
320,6992,48,NA
320,6912,50,NA
320,6928,50,NA
320,6923,44,NA
320,6922,48,NA
320,6921,44,NA
320,6920,49,NA
320,6919,45,NA
320,6918,47,NA
320,6917,45,NA
320,6916,48,NA
320,6915,43,NA
320,6925,47,NA
320,6913,42,NA
320,6927,39,NA
320,6911,46,NA
320,6910,44,NA
320,6909,46,NA
320,6908,50,NA
320,6907,49,NA
320,6906,47,NA
320,6905,44,NA
320,6904,45,NA
320,6903,48,NA
320,7002,37,NA
320,6914,47,NA
320,6939,45,NA
320,6951,46,NA
320,6950,49,NA
320,6949,48,NA
320,6948,44,NA
320,6947,49,NA
320,6946,44,NA
320,6945,45,NA
320,6944,49,NA
320,6943,49,NA
320,6942,44,NA
320,6924,47,NA
320,6940,47,NA
320,6952,46,NA
320,6938,43,NA
320,6937,46,NA
320,6936,47,NA
320,6935,49,NA
320,6934,47,NA
320,6933,45,NA
320,6932,45,NA
320,6931,44,NA
320,6930,45,NA
320,6929,49,NA
320,6941,48,NA
